"name","desc","type1","type2","egg_group"
"바리톱스","정면에서의 공격은 전부 물리친다. 풀이나 나무열매를 먹는 얌전한 성격이다.상대에게 습격당했을 때는 얼굴을 방패로 방벽을 만들어 무리의 새끼들을 지킨다.옆에 한 줄로 세우면 어떤 포켓몬이라도 돌파하지 못한다. 그렇게 하여 아기를 지켜냈다.무리를 이루어 생활하는 바리톱스는 적에게 습격당하면옆으로 늘어서서 딱딱한 얼굴로 공격을 막는다.옆에 한 줄로 세우면 어떤 포켓몬이라도 돌파하지 못한다. 그렇게 하여 아기를 지켜냈다.일렬횡대로 죽 늘어서면 어떤 포켓몬이라도 돌파하지 못한다. 이렇게 하여 아기를 지켜냈다.정면에서의 공격은 전부 튕겨낸다. 풀이나 나무열매를 먹는 얌전한 성격이다.일렬횡대로 죽 늘어서면 어떤 포켓몬이라도 돌파하지 못한다. 이렇게 하여 아기를 지켜냈다.정면에서의 공격은 전부 튕겨낸다. 풀이나 나무열매를 먹는 얌전한 성격이다.정면에서라면 어떤 공격이든 가드할 수 있지만 뒤를 뺏기면 방법이 없다.램펄드와 비슷한 장소에 있었다. 2마리가 싸워 같이 쓰러져 있는 화석이 발견될 때도 있다.얼굴의 뼈가 크고 딱딱해서 복원에 성공할 때까지 등뼈라고 잘못 알려져 있었다.약 1억 년 전의 포켓몬이다. 무섭게 튼튼한 얼굴은 강철 이상의 경도를 가졌다.자료 없음","바위","강철","괴수"
"도롱충이","차가운 초겨울바람을 막으려고 작은 가지나 낙엽을 재료로 도롱이를 만들어 몸을 감싼다.싸움으로 도롱이가 부서져 버리면 가까이 있는 재료로 도롱이를 바로 만들어 고친다.몸을 둘러쌀 재료가 없는 장소에서 태어나도 도롱충이는 어느새 도롱이를 걸치고 있다.도롱이로 몸을 감싸고 추운 계절을 견딘다. 따뜻한 계절에는 도롱이가 얇다.몸을 둘러쌀 재료가 없는 장소에서 태어나도 도롱충이는 어느새 도롱이를 걸치고 있다.차가운 초겨울 바람을 막으려고 작은 가지나 낙엽을 재료로 도롱이를 만들어 몸을 감싼다.싸움으로 도롱이가 부서져 버리면 가까이 있는 재료로 도롱이를 바로 만들어 고친다.차가운 초겨울 바람을 막으려고 작은 가지나 낙엽을 재료로 도롱이를 만들어 몸을 감싼다.자료 없음","벌레","","벌레"
"도롱마담","도롱충이로부터 진화할 때 도롱이가 몸의 일부가 되었다. 일생 도롱이를 벗는 일은 없다.진화한 장소에 따라 모습이 바뀐다. 가까이 있는 재료가 몸의 일부가 된다.진화할 때 주변에 있는 재료를 몸에 둘러싸기 위해 많은 바리에이션이 있다.기온이 낮은 날 도롱마담으로 진화하면 도롱이의 두께가 여느 때보다 두껍다고 전해진다.진화할 때 주변에 있는 재료를 몸에 둘러싸기 위해 많은 바리에이션이 있다.진화한 장소에 따라 모습이 바뀐다. 가까이 있는 재료가 몸의 일부가 된다.도롱충이로부터 진화할 때 도롱이가 몸의 일부가 되었다. 일생 도롱이를 벗는 일은 없다.진화한 장소에 따라 모습이 바뀐다. 가까이 있는 재료가 몸의 일부가 된다.도롱충이로부터 진화할 때 도롱이가 몸의 일부가 되었다. 일생 도롱이를 벗는 일은 없다.자료 없음","벌레","풀","벌레"
"나메일","꽃의 꿀을 매우 좋아한다. 세꿀버리가 모아둔 꿀을 가로채어 먹어 버린다.정해진 거처를 갖지 않는다. 좋아하는 꽃의 꿀을 찾아서 산과 들을 넘어 날아다닌다.꽃의 꿀을 제일 좋아하지만 자신은 모으지 않고 세꿀버리로부터 가로챌 생각만 한다.한밤중에 활발하게 날아다니며 잠든 세꿀버리의 둥지에서 꿀을 훔쳐 달아난다.꽃의 꿀을 제일 좋아하지만 자신은 모으지 않고 세꿀버리로부터 가로챌 생각만 한다.꽃의 꿀을 매우 좋아한다. 세꿀버리가 모아둔 꿀을 가로채어 먹어 버린다.한밤중에 활발하게 날아다니며 잠든 세꿀버리의 둥지에서 꿀을 훔쳐 달아난다.꽃의 꿀을 매우 좋아한다. 세꿀버리가 모아둔 꿀을 가로채어 먹어 버린다.한밤중에 활발하게 날아다니며 잠든 세꿀버리의 둥지에서 꿀을 훔쳐 달아난다.자료 없음","벌레","비행","벌레"
"세꿀버리","3마리가 하나가 된 포켓몬이다. 비퀸을 위해서 부지런히 꽃의 달콤한 꿀을 나른다.모은 꿀을 거처로 운반한다. 밤에는 많은 세꿀버리가 겹쳐져 벌집이 되어 잠잔다.태어났을 때부터 3마리가 함께한다. 비퀸을 기쁘게 하기 위해 항상 꽃의 꿀을 모으고 있다.밤이 되면 100마리 정도의 세꿀버리가 모여 커다란 덩어리가 되어 잠잔다.태어났을 때부터 3마리가 함께한다. 비퀸을 기쁘게 하기 위해 항상 꽃의 꿀을 모으고 있다.3마리 세트인 포켓몬. 잠들 때 세꿀버리가 100마리 모여서 큰 둥지를 만든다.태어났을 때부터 3마리가 함께한다. 비퀸을 기쁘게 하기 위해 항상 꽃의 꿀을 모으고 있다.모은 꿀을 거처로 운반한다. 밤에는 많은 세꿀버리가 겹쳐져 벌집이 되어 잠잔다.태어났을 때부터 3마리가 함께한다. 비퀸을 기쁘게 하기 위해 항상 꽃의 꿀을 모으고 있다.모은 꿀을 거처로 운반한다. 밤에는 많은 세꿀버리가 겹쳐져 벌집이 되어 잠잔다.자료 없음언제나 3마리가 같이 있지만 좋아하는 꽃의 꿀은 저마다 미묘하게 다르다.새벽부터 저녁때까지 꿀을 계속 모은다. 모든 것은 무리와 비퀸을 위해서다.","벌레","비행","벌레"
"비퀸","몸통이 새끼들의 둥지로 되어 있다. 세꿀버리가 모은 꿀로 새끼들을 키운다.위급해지면 6개의 둥지에서 새끼가 뛰쳐나와 반격한다. 무리의 비퀸은 1마리뿐이다.수많은 페로몬을 내어 몸통에 있는 아기들을 자유자재로 조종하여 상대랑 싸운다.몸의 구멍 안에 새끼를 키운다. 세꿀버리를 조종하는 페로몬을 분비한다.수많은 페로몬을 내어 몸통에 있는 아기들을 자유자재로 조종하여 상대랑 싸운다.몸통은 아기들의 둥지다. 여러 페로몬을 내어 새끼들을 자유롭게 조종한다.몸통이 새끼들의 둥지로 되어 있다. 세꿀버리가 모은 꿀로 새끼들을 키운다.몸통은 아기들의 둥지다. 여러 페로몬을 내어 새끼들을 자유롭게 조종한다.몸통이 새끼들의 둥지로 되어 있다. 세꿀버리가 모은 꿀로 새끼들을 키운다.자료 없음새끼들을 자유자재로 조종하여 상대와 싸운다. 새끼들은 비퀸을 위해 목숨을 걸고 싸운다.페로몬을 발산하는 양이 많은 비퀸일수록 많은 세꿀버리를 거느리고 있다.","벌레","비행","벌레"
"파치리스","정전기가 모여 톡톡 튀는 솜털을 자신이 좋아하는 나무열매와 함께 나무줄기의 구멍에 숨긴다.볼의 전기 주머니에서 만든 전기를 꼬리로 내보낸다. 나무 위에서 생활하고 있다.모인 전기를 나눠주려고 뺨의 주머니를 서로 비비는 파치리스를 발견하기도 한다.볼에 전기 주머니를 가진 포켓몬 친구. 꼬리에 모인 전기를 방출한다.모인 전기를 나눠주려고 뺨의 주머니를 서로 비비는 파치리스를 발견하기도 한다.정전기가 모여 톡톡 튀는 솜털을 자신이 좋아하는 나무열매와 함께 나무줄기의 구멍에 숨긴다.모인 전기를 나눠주려고 뺨의 주머니를 서로 비비는 파치리스가 발견되기도 한다.정전기가 모여 톡톡 튀는 솜털을 자신이 좋아하는 나무열매와 함께 나무줄기의 구멍에 숨긴다.모인 전기를 나눠주려고 뺨의 주머니를 서로 비비는 파치리스가 발견되기도 한다.등장하지 않음","전기","","육상,요정"
"브이젤","목에 있는 부낭에 공기를 모으면 튜브처럼 부푼다. 수면에 얼굴을 내밀고 뜬다.2개의 꼬리를 스크루처럼 돌려서 헤엄친다. 잠수할 때는 공기주머니가 오그라든다.꼬리를 스크루처럼 돌려서 수중을 헤엄치는 것뿐만 아니라 엉겨 붙는 해초도 자를 수 있다.목의 부낭을 부풀려 수면에 얼굴을 내밀고 지상에 있는 먹이의 움직임을 살핀다.꼬리를 스크루처럼 돌려서 수중을 헤엄치는 것뿐만 아니라 엉겨 붙는 해초도 자를 수 있다.목의 부낭을 부풀려 수면에서 얼굴을 내밀어 주변의 상황을 살피고 있다.2개의 꼬리를 스크루처럼 돌려서 헤엄친다. 잠수할 때는 부낭이 오그라든다.목의 부낭을 부풀려 수면에서 얼굴을 내밀어 주변의 상황을 살피고 있다.자료 없음","물","","수중1,육상"
"플로젤","발달한 부낭으로 뜬다. 물에 빠진 사람을 구조하는 것을 돕는 포켓몬이다.수중의 먹이를 쫓아가는 사이에 부낭이 발달했다. 고무보트처럼 사람을 태운다.어촌에서 많이 발견되고 물에 빠진 사람을 구하거나 잡은 먹이를 운반한다.부낭을 부풀리면 사람을 등에 태울 수 있다. 부낭을 오그라들게 하여 잠수한다.어촌에서 많이 발견되고 물에 빠진 사람을 구하거나 잡은 먹이를 운반한다.어촌에서 많이 살고 있으며 물에 빠진 사람을 구하거나 잡은 먹이를 운반한다.발달한 부낭으로 뜬다. 물에 빠진 사람을 구조하는 것을 돕는 포켓몬이다.수중의 먹이를 쫓아가는 사이에 부낭이 발달했다. 고무보트처럼 사람을 태운다.발달한 부낭으로 뜬다. 물에 빠진 사람을 구조하는 것을 돕는 포켓몬이다.수중의 먹이를 쫓아가는 사이에 부낭이 발달했다. 고무보트처럼 사람을 태운다.자료 없음","물","","수중1,육상"
"체리버","진화에 필요한 영양분이 작은 구슬에 모여 있다. 매우 달고 맛있는 듯 하다.햇빛으로 빨갛게 물들었다. 영양분이 흡수되어 작은 구슬이 시들면 곧 진화한다는 뜻이다.작은 구슬에는 영양이 가득할 뿐 아니라 맛도 있어서 찌르꼬에게 쪼이거나 한다.작은 구슬에 모인 영양분을 흡수해 진화의 에너지로 삼는다.작은 구슬에는 영양이 가득할 뿐 아니라 맛도 있어서 찌르꼬에게 쪼이거나 한다.햇빛으로 빨갛게 물들었다. 영양분이 흡수되어 작은 구슬이 시들면 곧 진화한다는 뜻이다.작은 구슬에 모인 영양분을 흡수해 진화의 에너지로 삼는다.햇빛으로 빨갛게 물들었다. 영양분이 흡수되어 작은 구슬이 시들면 곧 진화한다는 뜻이다.작은 구술에 모인 영양분을 흡수해 진화의 에너지를 삼는다.자료 없음영양이 듬뿍 담긴 구슬을 새포켓몬들이 아주 좋아한다. 쪼이지 않기 위해 도망 다닌다.몸이 빨간 체리버일수록 영양이 많고 구슬의 맛도 달고 맛있다.","풀","","요정,식물"
"체리꼬","햇살이 강해지면 꽃이 핀다. 봉오리일 때에 참고 견딘 울분을 한번에 푸는 것이다.봉오리일 때는 얌전하지만 꽃이 피면 항상 생글생글 한다. 해가 지면 봉오리로 되돌아간다.강한 햇살을 느끼면 움츠려 있던 꽃잎을 펼쳐 전신으로 햇빛을 받는다.봉오리가 태양빛을 쬐어 꽃잎을 피면 활발하게 움직일 수 있게 된다.강한 햇살을 느끼면 움츠려 있던 꽃잎을 펼쳐 전신으로 햇빛을 받는다.봉오리가 태양의 빛을 쬐어 꽃잎이 피면 활발하게 움직일 수 있게 된다.강한 햇살을 느끼면 움츠려 있던 꽃잎을 펼쳐 전신으로 햇빛을 받는다.봉오리가 태양의 빛을 쬐어 꽃잎이 피면 활발하게 움직일 수 있게 된다.강한 햇살을 느끼면 움츠려 있던 꽃잎을 펼쳐 전신으로 햇빛을 받는다.자료 없음네거폼/봉오리일 때는 얌전하고 거의 움직이지 않는다. 햇빛이 들기만을 가만히 기다리고 있다.
포지폼/태양의 빛을 받아 기운이 넘치는 모습. 해가 지기 전까지는 활발하다.네거폼/겹쳐진 꽃잎은 딱딱하다. 새포켓몬에게 쪼여도 아무렇지도 않다.
포지폼/만개한 꽃잎에서 감도는 희미한 향기가 벌레포켓몬을 끌어모은다.","풀","","요정,식물"
"깝질무","서식지에 따라 다른 모양과 색깔을 띠고 있다. 신오지방에는 2종류가 확인되어 있다.물가에 서식한다. 서식지 환경에 맞춰서 몸의 형태가 변화했다.부드러운 몸을 강하게 누르면 보랏빛이 나는 정체불명의 액체가 배어 나오므로주의가 필요하다.사는 장소의 환경에 따라 몸의 모양과 색깔이 변화하기 쉬운 포켓몬이다.부드러운 몸을 강하게 누르면 보랏빛이 나는 정체불명의 액체가 배어 나오므로주의가 필요하다.사는 장소의 환경에 따라 몸의 모양과 색깔이 변화하기 쉬운 포켓몬이다.부드러운 몸을 강하게 누르면 보랏빛이 나는 정체불명의 액체가 배어 나오므로 주의가 필요하다.사는 장소의 환경에 따라 몸의 모양과 색깔이 변화하기 쉬운 포켓몬이다.물가가 주요 서식지다. 서식지의 환경이나 먹이의 질에 따라 색과 모습이 다르다. (서쪽바다)바닷속의 플랑크톤을 먹는다. 아름다운 바다에 사는 깝질무일수록 선명한 몸의 색을 띠고 있다. (동쪽바다)만지면 보라색 점액이 손에 묻는다. 아무리 씻어도 좀처럼 떨어지지 않으므로 주의. (서쪽바다)깝질무 색의 차이는 먹이에 따라 다르다. 능력에 커다란 변화는 보이지 않는다. (동쪽바다)평소에는 바닷속에서 지내지만, 피부가 마르기 전까지는 육지에서도 활동할 수 있다. (서쪽바다)위험을 감지하면 보라색 액체를 내뿜는다. 긴장해서 진땀을 흘리는 것이라는 설도 있다. (동쪽바다)위험을 느끼면 보라색 분비액을 내보낸다. 진땀 같은 것이라고 여겨지고 있다. (서쪽바다)높은 재생 능력을 눈여겨본 과학자가 세포의 성분을 분석 중이다. (동쪽바다)자료 없음환경에 따라 모습이 바뀐다. 수온이 따뜻한 바다에서는 이 모습이 된다는 설도 있다. (서쪽바다)
먹이에 따라 모습이 변한다고도 전해지지만 진실은 아직 밝혀지지 않았다. (동쪽바다)세게 만지면 보라색의 정체 모를 액체를 내보낸다. 해롭지는 않지만 끈적거린다. (서쪽바다)
환경에 따라 모습이 변한다. 수온이 차가운 바다에서는 이 모습으로 변한다는 설도 있다. (동쪽바다)","물","","수중1,부정형"
"트리토돈","뼈가 없이 흐믈흐믈한 몸이다. 몸 일부가 조각나도 바로 재생되어 원래대로 되돌아온다.아주 옛날에는 튼튼한 껍질로 몸을 보호하고 있었던듯 하다. 바다의 얕은 곳에서 서식한다옛날에는 튼튼한 껍질로 등 전체를 두르고 있었다. 세포에 그 흔적이 있다.천적에게 습격당했을 때는 보라색 액체를 몸에서 내어 도망간다.옛날에는 등 전체를 단단한 껍질이 감싸고 있었다. 세포에 흔적이 남아 있다.옛날에는 튼튼한 껍질로 등 전체를 두르고 있었다. 세포에 그 흔적이 있다.천적에게 습격당했을 때는 보라색 액체를 몸에서 내어 도망간다.아주 옛날에는 튼튼한 껍질로 몸을 보호하고 있었던 듯하다. 바다의 얕은 곳에서 서식한다.천적에게 습격당했을 때는 보라색 액체를 몸에서 내어 도망간다.아주 옛날에는 튼튼한 껍질로 몸을 보호하고 있었던 듯하다. 바다의 얕은 곳에서 서식한다.재생능력이 높다. 물고기포켓몬에게 물어뜯겨도 몇 시간이면 원래대로 돌아온다. (서쪽바다)본 적 없는 색의 트리토돈을 발견하기 위해 연구팀이 세상의 바다를 조사 중이다. (동쪽바다)눈에 보이지 않는 플랑크톤이 주된 먹이다. 육지에 올라오지만 이유는 아직 밝혀지지 않았다. (서쪽바다)태어난 바다와 다른 장소에서 트리토돈을 키우면 어떻게 될지 실험이 진행되고 있다. (동쪽바다)옛날에는 껍질을 등에 지고 있었다. 그 흔적이 남아 등 안에 딱딱하고 얇은 접시가 있다. (서쪽바다)습격당하면 보라색의 액체를 내뿜는다. 독은 아니지만 고기가 써지기 때문에 잡아먹히지 않는다. (동쪽바다)사는 장소나 먹이의 영향으로 색이나 모습이 변화한다. 파도가 잔잔한 바위해변에 많다. (서쪽바다)분류상으로는 셀러나 파르셀의 친척이다. 바다에서 올라와 먹이를 찾을 때도 있다. (동쪽바다)자료 없음먹이를 찾아 육지에도 올라온다. 트리토돈이 지나간 자리에는 끈적끈적한 점액이 남아 있다. (서쪽바다)
보라색 액체를 내뿜어서 상대를 위협한다. 독은 없지만 한번 묻으면 좀처럼 지워지지 않는다. (동쪽바다)흐물흐물한 몸이지만 제법 튼튼하다. 부드러워서 충격을 분산시킨다. (서쪽바다)
미끈미끈한 액체로 둘러싸여 있다. 건조한 환경에 약하므로 육지에서 활동 가능한 시간은 얼마 안 된다. (동쪽바다)","물","땅","수중1,부정형"
"겟핸보숭","2개의 꼬리로 나무열매 껍질을 솜씨 좋게 벗겨 먹는다. 진짜 팔은 거의 쓰지 않게 되었다.많은 무리로 행동한다. 꼬리를 맞잡아 원을 만든다. 우정의 표시인 듯 하다.2개로 나뉜 꼬리를 능숙하게 사용할 수 있어서 거의 손을 쓰지 않게 됐다.큰 나무 위에서 산다. 동료와 꼬리를 이으면 기분을 전달할 수 있다고 전해진다.2개의 꼬리에서 내는 연속 공격을 피하는 것은 굉장히 어렵다.2개로 나뉜 꼬리를 능숙하게 사용할 수 있어서 거의 손을 쓰지 않게 됐다.많은 무리로 행동한다. 꼬리를 맞잡아 원을 만든다. 우정의 표시인 듯하다.2개의 꼬리로 나무열매 껍질을 솜씨 좋게 벗겨 먹는다. 진짜 팔은 거의 쓰지 않게 되었다.많은 무리로 행동한다. 꼬리를 맞잡아 원을 만든다. 우정의 표시인 듯하다.2개의 꼬리로 나무열매 껍질을 솜씨 좋게 벗겨 먹는다. 진짜 팔은 거의 쓰지 않게 되었다.자료 없음머물기 좋은 나무를 두고 내던숭이 그룹과 영역 다툼을 하고 있다. 승률은 비슷하다.무엇을 하더라도 꼬리를 사용한다. 2개의 꼬리로 껴안는다면 정말로 친밀해졌다는 증거다.자료 없음","노말","","육상"
"흔들풍손","사람이나 포켓몬의 영혼이 한데 모여 태어난 포켓몬이다. 습기 많은 계절을 매우 좋아한다.저승으로 데려가려고 아이의 손을 끌어당기지만 반대로 자기가 끌려다닌다.정처없이 떠있는 모습에서 길잃은 영혼의 이정표라고 전해지는 옛날이야기도 있다.풍선으로 착각해 흔들풍손을 가지고 있었던 어린아이가 사라지는 경우가 있다고 한다.정처없이 떠있는 모습에서 길잃은 영혼의 이정표라고 전해지는 옛날이야기도 있다.영혼의 이정표라고 전해진다. 흔들풍손을 가지고 있는 아이는 갑자기 사라져버린다.사람이나 포켓몬의 영혼이 한데 모여 태어난 포켓몬이다. 습기 많은 계절을 매우 좋아한다.영혼의 이정표라고 전해진다. 흔들풍손을 가지고 있는 아이는 갑자기 사라져버린다.사람이나 포켓몬의 영혼이 한데 모여 태어난 포켓몬이다. 습기 많은 계절을 매우 좋아한다.영혼의 이정표라고 전해진다. 흔들풍손을 가지고 있는 아이는 갑자기 사라져버린다.어린아이의 손을 잡고 저세상으로 데려간다고 한다. 무거운 아이를 싫어한다.어떤 박자에 몸이 터지면 비명 같은 소리와 함께 영혼이 흘러나온다.둥근 몸 안에는 많은 혼으로 가득 차 있다. 누군가를 길동무로 삼을 때마다 부풀어 오른다.길가를 헤매는 영혼들이 한데 모여 태어난다. 아이를 동료로 만들려고 손을 잡아당긴다.자료 없음동료가 필요한지 아이에게 다가가지만 거칠게 다뤄져서 도망가 버리는 경우도 적지 않다.영혼들이 모여 탄생했다. 습기가 많은 계절에는 대량으로 나타나기도 한다.","고스트","비행","부정형"
"둥실라이드","낮에는 잠이 덜 깨어 떠 있지만 저녁 무렵에는 큰 무리를 지어 날아간다.목적지는 아무도 모른다.사람이나 포켓몬을 태우고 날지만 바람에 떠밀려 다닐 뿐이므로 어디로 날아갈지 모른다.해 질 녘 무리를 지어 넓은 하늘을 바람에 날리듯 이동하지만이를 눈치 챘을 때는 어느새 사라진 후다.몸 안에서 가스를 만들거나 토해내는 것으로 하늘을 나는 높이를 조절한다몸 안에서 가스를 만들거나 토해내는 것으로 하늘을 나는 높이를 조절한다.해 질 녘 무리를 지어 넓은 하늘을 바람에 날리듯 이동하지만이를 눈치 챘을 때는 어느새 사라진 후다.사람이나 포켓몬을 운반한다. 단 바람에 날려버리기 때문에 목적지를 정할 수 없다.사람이나 포켓몬을 태우고 날지만 바람에 떠밀려 다닐 뿐이므로 어디로 날아갈지 모른다.낮에는 잠이 덜 깨어 떠 있지만 저녁 무렵에는 큰 무리를 지어 날아간다.목적지는 아무도 모른다.사람이나 포켓몬을 태우고 날지만 바람에 떠밀려 다닐 뿐이므로 어디로 날아갈지 모른다.낮에는 잠이 덜 깨어 떠 있지만 저녁 무렵에는 큰 무리를 지어 날아간다. 목적지는 아무도 모른다.둥실라이드에 타고 여행을 떠난 남자가 그대로 행방불명이 되었다는 사건이 있다.석양을 나는 둥실라이드의 큰 무리는 가만히 관찰하고 있어도 어느새 사라져있다.땅거미 진 후 바람을 타며 날아다니는 둥실라이드에게 잡히면 저세상으로 데려간다는 소문이다.체내에 있는 가스의 원료는 영혼이다. 몸이 쪼그라지기 시작하면 사람이나 포켓몬을 데려간다고 한다.자료 없음억울하게 죽은 영혼이 모인 모습으로도 일컬어진다. 땅거미가 질 무렵 소리 없이 떠돈다.사람과 포켓몬을 붙잡아 그대로 어딘가로 운반한다. 행선지는 아무도 모른다.","고스트","비행","부정형"
"이어롤","말고 있던 귀를 기세 좋게 뻗어서 상대를 힘껏 친다. 어른이라도 펄쩍 뛸 만큼 아프다.위험을 느끼면 양쪽 귀를 세워서 경계한다. 추운 밤에는 털에 얼굴을 묻고 잠잔다.항상 말고 있는 귀를 힘껏 늘리면 커다란 바위도 간단히 부순다.귀를 말고 있는 모양으로 감정을 드러낸다. 떨고 있을 때는 좌우 귀를 말아버린다.항상 말고 있는 귀를 힘껏 늘리면 커다란 바위도 간단히 부순다.말고 있는 귀를 힘차게 뻗어서 땅을 치면 자신도 놀랄 만큼 뛰어오른다.항상 말고 있는 귀를 힘껏 늘리면 커다란 바위도 간단히 부순다.위험을 느끼면 양쪽 귀를 세워서 경계한다. 추운 밤에는 털에 얼굴을 묻고 잠잔다.항상 말고 있는 귀를 힘껏 늘리면 커다란 바위도 간단히 부순다.위험을 느끼면 양쪽 귀를 세워서 경계한다. 추운 밤에는 털에 얼굴을 묻고 잠잔다.도감에 없음손발의 힘은 약하지만, 단단하게 만 귀를 뻗으면 큰 바위도 산산조각 낸다.한쪽 귀를 항상 말고 있는 것은 적에게 공격당했을 때 바로 반격하기 위해서다.등장하지 않음양쪽 귀를 말고 있을 때는 몸이나 마음이 좋지 않다는 뚯이므로 관리가 필요하다.말고 있던 귀를 뻗는 힘으로 공격하는 기술은 트레이닝을 할수록 위력이 커진다.","노말","","육상,인간형"
"이어롭","경계심이 강한 포켓몬이다. 위험을 느끼면 푹신푹신한 귀 끝의 털로 몸을 감싼다.항상 귀 끝의 털을 다듬고 손질을 게을리하지 않는 깔끔쟁이다. 가뿐하게 뛰어올라 달린다.귀가 아주 민감한 부위이므로 상냥하고 정중하게 만지지 않으면 그 매끈한 다리에 채이게 된다.1년에 2회 털갈이를 한다. 추운 계절에는 털이 매우 부드럽고 질이 좋다.귀가 아주 민감한 부위이므로 상냥하고 정중하게 만지지 않으면 그 매끈한 다리에 채이게 된다.경계심이 아주 강하다. 위험을 감지하면 가뿐하게 뛰어올라 달아난다.귀가 아주 민감한 부위이므로 상냥하고 정중하게 만지지 않으면 그 매끈한 다리에 채이게 된다.경계심이 아주 강하다. 위험을 감지하면 가뿐하게 뛰어올라 달아난다.귀가 아주 민감한 부위이므로 상냥하고 정중하게 만지지 않으면 그 매끈한 다리에 차이게 된다.도감에 없음연 2회 털갈이를 한다. 그 털로 만든 머플러나 모자는 매우 따듯하다.경계심이 강하고 싸움은 좋아하지 않지만 유연한 다리로 파워풀한 킥을 날린다.등장하지 않음주위 상황을 항상 신경 쓰고 있으며 위험이 닥치면 무시무시한 파괴력을 가진 킥을 날린다.더운 계절이 끝나면 공기를 많이 머금은 털로 털갈이를 하여 추위에 대비한다.","노말","","육상,인간형"
"무우마직","주문 같은 울음소리를 내어 소리를 들은 상대를 두통이나 환각으로 괴롭힌다.주문을 외는 포켓몬이다. 상대를 고통스럽게 하는 것뿐만 아니라 행복하게 하는 주문도 있다.주문 같은 울음소리지만 가끔 상대를 행복하게 만드는 효과도 감춰져 있다고 한다.주문 같은 수상한 울음소리로 상대를 괴롭힌다. 신출귀몰하는 포켓몬이다.주문 같은 울음소리지만 가끔 상대를 행복하게 만드는 효과도 감춰져 있다고 한다.주문을 외는 포켓몬이다. 상대를 고통스럽게 하는 것뿐만 아니라 행복하게 하는 주문도 있다.주문 같은 수상한 울음소리로 상대를 괴롭힌다. 신출귀몰하는 포켓몬이다.주문을 외는 포켓몬이다. 상대를 고통스럽게 하는 것뿐만 아니라 행복하게 하는 주문도 있다.주문 같은 수상한 울음소리로 상대를 괴롭힌다. 신출귀몰하는 포켓몬이다.예고 없이 나타나 주문을 외워 저주를 걸거나 무서운 환상을 보여준다.사랑의 소원을 이뤄주는 저주를 하는 일도 있어서 목숨을 걸고 무우마직을 찾는 자도 있다.닥치는 대로 재앙과 저주를 내려 두려움의 대상이었다. 변덕을 부려 사람을 돕는 주문도 사용하기도 한다.저주의 말을 중얼거리며 심한 두통이나 무서운 환상을 보여 줘서 괴롭힌다.등장하지 않음","고스트","","부정형"
